fico,ltv,coborrower,dti,state,default
635,69,N,27,FL,1
800,99,N,26,CA,0
584,75,N,17,AZ,1
825,95,N,29,FL,0
710,91,N,10,CA,0
593,71,Y,14,CA,0
573,73,Y,13,CA,0
745,78,Y,21,CA,0
747,75,Y,43,CA,0
764,94,Y,32,CA,0
780,91,N,12,CA,1
736,74,N,12,CA,0
570,66,N,19,CA,0
590,57,N,30,FL,0
689,74,N,41,CA,0
740,95,Y,35,FL,0
566,63,N,44,AZ,1
579,68,N,22,CA,0
729,95,Y,41,CA,0
841,89,N,39,FL,0
697,75,Y,38,CA,0
759,89,N,29,AZ,0
704,76,Y,29,CA,0
615,80,N,31,CA,0
670,78,N,11,CA,0
602,69,Y,15,FL,0
751,92,Y,34,CA,0
638,64,Y,40,AZ,0
637,81,N,14,CA,0
736,77,N,29,CA,0
641,75,N,36,FL,0
667,75,N,24,FL,0
550,63,N,22,FL,1
789,81,N,12,FL,0
602,79,N,39,AZ,0
737,91,Y,39,CA,0
722,89,Y,17,FL,0
747,82,N,44,FL,0
561,55,Y,12,AZ,0
616,60,N,13,AZ,0
640,81,N,18,FL,0
582,58,N,12,CA,0
816,104,N,23,FL,0
798,82,N,16,CA,0
678,65,Y,29,AZ,0
844,90,N,30,CA,0
730,76,N,33,CA,0
664,82,N,24,AZ,0
617,62,N,37,AZ,0
843,104,N,31,AZ,0
702,92,Y,24,CA,0
783,101,N,14,AZ,0
751,75,N,28,CA,0
849,100,N,27,FL,0
668,64,N,43,FL,0
694,73,Y,34,CA,0
778,90,N,17,CA,0
609,58,N,22,CA,0
561,58,N,26,FL,0
560,59,N,21,FL,0
622,74,N,36,AZ,0
570,73,N,18,CA,0
809,96,N,27,FL,0
799,100,N,14,CA,0
770,79,Y,22,CA,0
781,80,N,16,CA,0
839,96,N,10,AZ,0
583,56,N,17,AZ,0
582,56,Y,17,AZ,0
573,61,N,10,AZ,0
622,63,Y,22,CA,0
782,86,Y,42,AZ,0
638,64,N,11,CA,0
657,82,N,35,CA,0
756,84,N,42,AZ,0
565,62,Y,29,CA,0
653,82,N,11,CA,0
590,70,N,23,CA,0
849,91,Y,23,CA,0
770,82,N,36,FL,0
562,55,N,22,CA,0
729,83,N,19,CA,0
818,100,N,23,CA,0
799,80,N,22,CA,0
563,58,N,34,AZ,0
656,78,N,42,CA,0
698,70,N,30,CA,0
800,94,N,20,FL,0
720,88,N,32,CA,0
802,87,N,27,AZ,0
745,94,Y,28,CA,0
640,62,N,19,CA,0
635,64,N,33,CA,0
724,93,Y,11,FL,0
585,56,N,29,FL,0
643,81,N,20,CA,0
726,85,Y,38,CA,0
583,77,Y,26,CA,0
608,69,N,44,FL,0
833,92,N,11,CA,0
790,83,Y,37,CA,0
574,58,N,22,CA,0
837,92,N,29,CA,0
675,68,N,14,CA,0
680,89,N,16,AZ,0
612,60,N,23,FL,0
687,86,N,41,CA,0
639,75,Y,25,AZ,0
573,74,Y,40,FL,0
623,66,N,38,CA,0
632,70,Y,34,CA,0
635,81,N,34,AZ,0
640,68,N,17,CA,0
625,75,Y,31,CA,0
682,84,N,28,CA,0
624,78,Y,16,FL,0
835,86,N,21,CA,0
732,88,N,17,CA,0
554,67,N,40,CA,1
731,95,Y,17,CA,0
640,61,N,22,AZ,0
822,98,N,26,CA,0
591,77,N,35,AZ,0
820,99,N,33,CA,0
665,69,N,23,AZ,0
742,90,Y,40,CA,0
694,70,N,23,CA,0
697,72,N,44,CA,0
658,74,N,40,CA,0
845,108,N,17,CA,0
594,72,N,10,CA,0
758,96,N,37,CA,0
785,91,N,17,CA,0
732,77,N,25,CA,0
683,86,N,15,CA,0
847,86,N,14,CA,0
605,76,N,41,AZ,0
760,93,N,19,CA,0
795,85,N,15,CA,0
625,61,N,32,CA,0
603,63,N,11,AZ,0
706,70,Y,11,CA,0
648,73,Y,11,CA,0
711,83,N,34,CA,0
664,74,N,33,AZ,0
604,60,N,25,CA,0
742,91,N,44,CA,0
828,99,N,40,AZ,0
801,93,N,42,CA,0
611,66,N,34,CA,0
704,80,N,43,AZ,0
696,76,N,28,FL,0
849,107,N,23,CA,0
592,68,N,23,CA,0
762,91,N,34,AZ,0
652,76,N,28,FL,0
761,81,Y,20,FL,0
710,69,N,39,FL,0
777,99,N,25,FL,0
610,76,N,38,FL,0
581,61,N,41,CA,0
748,84,N,18,CA,0
736,80,N,29,AZ,0
577,69,N,33,CA,0
816,85,N,41,CA,0
784,84,N,39,AZ,0
761,82,N,28,AZ,0
569,56,Y,28,CA,0
590,74,Y,35,AZ,0
585,74,N,13,CA,0
814,85,N,10,CA,0
565,75,Y,19,CA,0
754,82,N,37,AZ,0
778,84,N,28,FL,0
760,92,Y,23,CA,0
722,91,N,22,AZ,0
779,87,N,38,FL,0
666,86,N,25,CA,0
586,74,Y,38,FL,0
634,81,N,37,CA,0
765,95,Y,17,CA,0
789,95,N,13,CA,0
655,83,N,25,CA,0
716,70,Y,23,CA,0
832,87,N,32,FL,0
712,76,N,14,CA,0
682,82,N,39,CA,0
594,73,N,28,CA,0
833,105,N,20,CA,0
742,89,N,12,CA,0
719,80,Y,15,CA,0
625,71,N,26,FL,0
562,52,Y,36,CA,0
830,83,N,15,FL,0
762,84,N,28,FL,0
582,56,N,30,AZ,0
718,72,N,36,AZ,0
573,56,N,21,CA,0
596,69,N,34,CA,0
636,63,N,41,AZ,0
588,72,Y,26,CA,0
707,72,Y,29,AZ,0
660,66,N,30,AZ,0
691,89,N,20,FL,0
649,83,N,10,CA,0
833,90,N,27,FL,0
670,84,Y,15,CA,0
638,80,Y,34,CA,0
623,70,N,21,AZ,0
825,106,N,39,CA,0
641,75,N,38,AZ,0
666,75,N,42,CA,0
596,57,N,14,FL,0
647,73,Y,38,CA,0
746,95,Y,27,CA,0
776,83,N,26,FL,0
572,75,N,23,CA,0
819,97,Y,27,CA,0
760,81,N,43,CA,0
790,83,N,24,CA,0
606,57,Y,17,AZ,0
752,76,N,34,CA,0
629,79,N,16,AZ,0
781,93,N,35,CA,0
832,91,N,22,AZ,0
598,68,N,11,CA,0
756,91,N,10,CA,0
797,83,N,41,AZ,0
834,105,N,39,AZ,0
632,73,N,43,CA,0
631,65,N,28,FL,0
659,77,Y,35,CA,0
582,57,N,18,CA,1
644,63,Y,40,AZ,0
766,80,N,28,FL,0
709,88,N,44,CA,0
818,105,N,29,AZ,0
554,67,Y,29,CA,0
799,93,N,27,CA,0
569,56,N,33,FL,0
789,82,N,33,FL,0
611,73,N,15,FL,0
795,88,N,41,CA,0
679,79,N,44,FL,0
713,72,N,30,AZ,0
654,79,Y,24,FL,0
708,71,N,11,CA,0
740,88,Y,41,CA,0
747,83,N,19,CA,0
775,91,N,38,CA,0
715,87,N,24,CA,0
663,81,N,18,FL,0
664,86,N,15,AZ,0
762,83,N,13,FL,0
702,82,Y,22,AZ,0
569,59,Y,11,FL,0
801,89,N,33,AZ,0
742,87,N,11,AZ,0
742,92,Y,28,FL,0
585,56,N,38,AZ,0
773,82,N,28,CA,0
565,53,Y,41,CA,0
731,86,Y,11,AZ,0
692,82,N,42,AZ,0
840,85,N,29,AZ,0
703,91,N,37,AZ,0
730,87,Y,27,CA,0
818,93,N,16,FL,0
706,71,N,10,AZ,0
803,102,N,41,CA,0
601,72,N,40,FL,0
812,97,N,44,CA,0
698,83,N,35,CA,0
759,96,N,12,AZ,0
640,63,Y,36,AZ,0
707,90,N,13,CA,0
606,67,N,10,FL,0
654,85,N,24,FL,0
733,76,N,14,CA,0
715,77,N,26,AZ,0
741,73,N,14,CA,0
554,62,Y,39,AZ,0
729,93,N,39,AZ,0
782,97,N,34,CA,0
603,74,N,26,AZ,0
652,84,N,31,CA,0
622,70,N,17,FL,0
730,84,Y,41,CA,0
649,78,N,24,CA,0
634,78,N,17,FL,0
658,70,Y,20,CA,0
553,64,Y,22,AZ,0
629,76,N,44,CA,0
710,74,N,40,CA,0
780,78,N,31,CA,0
748,75,N,43,CA,0
578,61,N,41,AZ,0
575,60,Y,36,FL,0
628,73,Y,13,FL,0
734,85,N,14,AZ,0
682,71,N,19,CA,0
733,91,N,36,FL,0
645,83,N,29,CA,0
844,94,N,42,CA,0
761,79,Y,37,CA,0
685,71,Y,13,AZ,0
765,91,N,17,CA,0
618,68,N,23,AZ,0
609,58,N,36,FL,0
701,77,N,18,CA,0
817,98,N,34,CA,0
781,91,N,20,CA,0
741,75,N,20,AZ,0
704,73,Y,42,AZ,0
609,70,N,42,CA,0
847,98,N,39,CA,0
769,92,N,27,CA,0
664,68,Y,10,FL,0
766,92,N,12,AZ,0
685,76,Y,40,AZ,0
817,97,N,37,CA,0
790,82,N,23,CA,0
720,72,N,18,AZ,0
661,66,N,43,FL,0
597,59,N,28,AZ,0
730,82,Y,15,AZ,0
813,103,N,25,CA,0
688,86,N,15,AZ,0
570,71,Y,14,CA,1
674,86,N,27,AZ,0
746,94,N,27,FL,1
769,86,N,44,CA,0
602,66,N,43,FL,0
749,92,N,35,CA,0
836,89,N,35,FL,0
742,83,N,35,CA,0
671,84,N,24,FL,0
591,58,N,33,CA,0
742,94,N,11,AZ,0
646,81,N,11,CA,0
700,89,N,24,FL,0
708,74,N,33,FL,0
572,60,N,32,CA,0
655,78,N,36,CA,0
721,85,N,29,CA,0
573,58,N,10,CA,0
644,78,Y,32,FL,0
733,85,Y,43,CA,0
632,68,N,24,CA,0
583,67,Y,18,AZ,0
802,93,N,13,FL,0
632,77,Y,23,CA,0
823,103,N,31,CA,0
722,70,N,25,CA,0
786,81,N,14,FL,0
666,83,Y,21,CA,0
839,85,N,16,AZ,0
568,52,N,18,CA,0
695,86,N,44,CA,0
845,98,N,44,CA,0
727,72,N,27,AZ,0
713,78,N,10,FL,0
638,71,N,28,CA,0
808,81,Y,38,AZ,0
561,73,Y,33,CA,0
833,104,N,20,AZ,0
599,59,N,31,CA,1
616,72,Y,32,FL,0
801,96,N,29,AZ,0
731,84,N,27,CA,0
845,89,N,30,CA,0
697,81,N,40,AZ,0
633,64,Y,11,CA,0
830,96,N,24,AZ,0
625,61,Y,26,CA,0
755,93,N,35,CA,0
718,79,N,26,CA,0
615,60,Y,21,AZ,0
749,77,N,10,CA,0
706,86,N,10,AZ,0
734,81,N,32,AZ,0
700,70,Y,36,FL,0
832,96,Y,28,CA,0
617,65,Y,31,CA,0
693,68,Y,43,AZ,0
630,59,Y,38,CA,0
739,82,N,18,AZ,0
829,88,N,24,AZ,0
651,66,N,28,CA,0
577,67,N,38,CA,0
627,68,N,20,CA,0
710,90,N,37,AZ,0
755,88,N,40,CA,0
761,87,N,10,CA,0
815,90,N,44,CA,0
585,67,N,35,FL,0
740,92,N,43,CA,0
806,89,N,40,FL,0
792,88,N,10,CA,0
562,67,N,28,CA,0
786,87,N,20,AZ,0
618,68,Y,29,CA,0
725,77,Y,32,CA,0
624,60,Y,42,CA,0
657,80,N,16,CA,0
644,78,Y,38,CA,0
800,83,N,19,CA,0
733,80,Y,25,CA,0
849,90,N,33,AZ,0
800,94,N,40,CA,0
698,89,N,30,CA,0
747,97,N,34,AZ,0
653,85,N,28,AZ,0
768,94,N,41,CA,0
773,84,N,24,CA,0
782,99,N,43,CA,0
677,74,N,20,FL,0
812,99,N,28,AZ,0
628,68,N,35,AZ,0
730,83,Y,29,AZ,0
654,67,N,25,CA,0
846,108,N,27,CA,0
739,77,N,23,CA,0
760,95,N,19,CA,0
706,72,Y,17,CA,1
678,89,Y,41,CA,0
740,93,N,10,CA,0
638,74,N,10,CA,0
739,96,N,37,CA,0
614,73,N,36,AZ,0
749,78,N,43,FL,0
655,77,Y,18,CA,0
696,77,N,42,AZ,0
832,95,N,28,AZ,0
596,70,N,43,CA,0
562,56,N,21,CA,0
585,75,N,34,CA,0
699,91,N,14,CA,0
668,65,N,24,CA,0
646,74,N,33,CA,0
662,77,N,26,FL,0
686,69,Y,25,AZ,0
558,54,N,33,CA,0
685,74,Y,12,FL,0
646,81,N,35,CA,0
636,73,N,15,FL,0
565,64,N,41,AZ,0
675,66,N,40,CA,0
731,88,N,33,AZ,0
805,104,N,32,CA,0
846,94,N,24,AZ,0
672,65,N,29,CA,0
768,92,N,10,CA,0
684,69,Y,21,CA,0
792,92,N,36,CA,0
723,73,Y,40,AZ,0
599,70,N,15,CA,0
824,99,N,20,CA,0
662,66,N,12,FL,0
722,93,N,15,AZ,0
600,62,Y,30,FL,0
609,68,N,38,AZ,0
818,102,N,13,CA,0
574,65,N,26,AZ,0
673,65,Y,34,CA,1
624,76,N,43,CA,0
836,96,N,24,CA,0
553,63,Y,39,CA,0
637,68,N,38,FL,0
804,91,N,31,FL,0
571,67,Y,35,CA,0
758,97,N,26,AZ,0
745,74,N,25,CA,0
693,79,N,20,CA,0
621,71,N,34,CA,0
766,82,N,29,AZ,0
791,79,N,22,AZ,0
622,73,N,11,CA,0
756,75,N,38,CA,0
653,84,N,39,CA,0
556,73,N,35,CA,1
717,83,N,30,CA,0
815,88,Y,36,AZ,0
591,56,N,40,CA,0
625,60,N,29,CA,0
599,65,N,26,FL,0
696,88,Y,21,AZ,0
806,103,N,33,CA,0
705,84,Y,11,CA,0
809,93,N,40,CA,0
798,81,Y,44,AZ,0
796,99,N,40,AZ,0
563,54,Y,44,CA,0
568,66,N,39,FL,0
730,80,N,25,AZ,0
705,86,N,30,AZ,0
575,75,Y,34,AZ,0
560,69,N,24,CA,0
565,64,Y,28,CA,0
804,92,N,34,CA,0
663,76,Y,23,CA,0
791,98,N,24,CA,0
784,86,N,26,CA,0
601,78,Y,32,CA,0
770,78,N,34,CA,0
759,93,N,20,CA,0
717,85,N,15,AZ,0
570,63,N,33,AZ,0
575,64,N,25,FL,0
663,84,N,20,AZ,0
846,97,N,24,AZ,0
720,93,N,13,FL,0
729,75,Y,17,FL,0
767,93,N,14,AZ,0
844,88,N,40,CA,0
822,85,Y,34,CA,0
787,86,N,29,AZ,0
724,82,N,28,CA,0
821,104,N,31,CA,0
749,97,N,15,AZ,0
655,74,N,27,FL,0
737,78,N,21,AZ,0
657,70,Y,14,CA,0
836,100,N,33,CA,0
710,81,N,24,AZ,0
553,67,N,40,CA,0
639,69,N,43,FL,0
705,81,N,19,CA,0
621,62,N,15,CA,0
848,94,N,16,CA,0
611,58,N,27,FL,0
568,58,N,26,AZ,0
660,77,N,30,CA,0
641,80,Y,33,CA,0
554,71,Y,43,AZ,0
694,89,Y,13,CA,0
579,70,N,33,CA,1
632,60,N,30,FL,0
639,75,Y,32,AZ,0
555,72,Y,38,AZ,0
728,80,N,24,AZ,0
657,83,N,20,CA,0
835,99,N,33,FL,0
573,63,Y,25,AZ,0
780,78,N,13,FL,0
840,90,N,14,CA,0
715,79,N,39,CA,0
720,91,Y,35,AZ,0
627,65,Y,20,CA,0
773,85,N,13,AZ,0
673,69,N,20,CA,0
818,95,N,26,CA,0
760,94,N,17,AZ,0
599,68,N,18,CA,1
778,83,N,13,CA,0
583,74,N,13,AZ,0
564,68,N,36,AZ,0
610,68,N,39,CA,0
715,91,N,22,AZ,0
640,79,N,17,AZ,0
827,103,N,41,AZ,0
809,94,N,33,CA,0
575,75,Y,23,AZ,0
776,90,N,32,AZ,0
692,82,Y,38,CA,0
771,96,N,24,CA,0
664,86,Y,35,AZ,0
746,86,Y,41,CA,0
835,95,N,43,CA,0
728,75,N,44,CA,0
655,65,Y,32,CA,0
610,58,N,12,AZ,0
666,70,N,23,CA,0
785,95,Y,16,CA,0
672,82,N,16,AZ,0
684,78,Y,13,CA,0
660,67,N,28,FL,0
783,85,N,39,AZ,0
729,81,N,35,AZ,0
553,59,N,31,CA,0
640,78,N,25,AZ,0
811,82,N,10,CA,0
684,86,N,20,CA,0
678,87,N,10,CA,0
609,73,N,23,AZ,0
614,76,Y,16,CA,0
809,82,N,32,CA,0
676,72,Y,43,AZ,0
635,77,N,41,FL,0
629,77,N,29,CA,0
812,95,N,19,CA,0
624,77,Y,12,CA,0
729,83,N,12,CA,0
661,81,N,28,FL,0
827,92,N,12,CA,0
561,70,N,33,CA,0
699,88,Y,30,AZ,0
682,84,N,39,AZ,0
815,99,N,43,CA,0
790,87,N,21,AZ,0
755,84,N,22,CA,0
642,80,N,28,CA,0
552,71,N,13,CA,0
758,80,N,19,CA,0
793,89,N,27,CA,0
684,82,N,32,AZ,0
692,70,N,36,CA,0
573,76,N,41,FL,0
655,68,N,35,CA,0
840,84,N,20,CA,0
579,69,N,26,AZ,0
627,76,N,16,CA,0
566,72,N,27,CA,0
760,90,N,39,CA,0
593,69,N,31,CA,0
591,73,Y,40,FL,0
648,74,Y,37,AZ,0
758,86,Y,32,CA,0
818,92,N,19,AZ,0
691,68,N,33,AZ,0
679,69,N,34,CA,0
748,94,N,39,CA,0
646,63,N,28,CA,1
659,64,N,10,AZ,0
815,90,Y,27,CA,0
832,103,N,12,CA,0
764,98,N,37,CA,0
753,84,N,27,CA,0
774,90,N,18,CA,0
708,74,N,21,CA,0
605,71,Y,44,CA,0
839,99,N,13,CA,0
583,60,N,29,FL,0
713,69,N,42,AZ,0
640,84,N,24,CA,0
564,69,N,29,FL,0
702,84,Y,11,CA,0
843,102,N,39,AZ,0
583,77,N,37,FL,0
764,98,N,24,AZ,0
790,89,N,26,CA,0
588,76,N,12,AZ,0
552,61,N,40,CA,0
729,73,Y,19,FL,0
802,86,N,44,CA,0
656,66,N,17,FL,0
552,68,Y,18,AZ,0
731,81,N,12,FL,0
670,66,Y,18,AZ,0
739,91,Y,11,CA,0
570,73,N,34,CA,0
573,56,Y,34,CA,0
598,74,N,32,CA,0
650,64,N,35,CA,0
839,94,N,15,CA,0
696,88,N,11,AZ,0
629,78,N,44,CA,0
719,85,Y,27,CA,0
817,97,N,33,FL,0
755,78,N,14,CA,0
839,91,N,24,CA,0
657,73,N,14,CA,0
849,105,N,11,CA,0
637,73,N,30,AZ,0
785,83,N,10,CA,0
791,98,N,23,CA,0
843,106,Y,39,AZ,0
751,85,N,23,CA,0
698,88,N,25,CA,0
605,78,Y,36,CA,0
775,99,N,12,CA,0
770,99,N,17,CA,0
638,68,Y,26,AZ,0
603,76,Y,13,CA,1
618,60,N,10,CA,0
751,93,N,30,AZ,0
610,71,Y,30,AZ,0
744,82,Y,10,AZ,0
784,81,Y,37,FL,0
570,57,N,38,CA,0
637,63,N,12,FL,0
704,83,N,10,AZ,0
749,87,N,33,CA,0
715,89,N,16,CA,0
559,71,N,12,CA,0
635,74,N,17,AZ,0
792,91,N,14,FL,0
721,79,Y,42,CA,0
583,65,Y,34,CA,0
774,77,N,33,AZ,0
841,105,N,21,AZ,0
600,67,N,37,CA,0
783,99,N,19,CA,0
666,87,N,12,FL,0
642,66,N,18,AZ,0
634,76,Y,16,AZ,0
571,74,N,39,CA,0
723,71,N,43,CA,0
775,83,Y,21,CA,0
666,78,N,44,FL,0
784,91,N,25,CA,0
625,76,N,37,AZ,0
823,103,N,30,CA,0
713,73,N,37,CA,0
651,75,N,30,CA,0
834,104,N,35,CA,0
795,98,Y,29,CA,0
783,83,N,39,FL,0
796,86,N,44,CA,0
811,101,N,19,CA,0
810,90,N,13,CA,0
832,92,N,30,CA,0
754,84,N,25,AZ,0
665,69,N,29,CA,0
640,73,N,38,CA,0
580,67,N,43,AZ,0
736,90,N,44,CA,0
701,69,N,13,AZ,0
741,81,Y,10,CA,0
556,71,N,13,AZ,0
669,65,N,32,CA,0
717,81,N,18,CA,0
633,61,N,29,CA,0
684,88,N,29,CA,0
838,95,N,30,CA,0
835,106,N,44,AZ,0
826,102,N,24,AZ,0
742,94,N,19,CA,0
600,73,N,20,CA,0
769,89,N,38,AZ,0
817,86,N,38,FL,0
556,64,Y,11,CA,0
768,88,N,24,CA,0
839,96,Y,26,AZ,0
608,74,N,41,AZ,0
842,99,Y,10,CA,0
846,86,N,26,AZ,0
706,82,N,21,AZ,0
722,88,N,28,FL,0
738,76,N,27,AZ,0
809,95,N,22,CA,0
836,91,N,44,CA,0
725,76,Y,10,CA,0
710,70,Y,16,AZ,0
816,90,N,18,FL,0
569,54,N,28,FL,0
695,88,N,26,CA,0
551,55,N,43,CA,0
623,78,N,22,CA,0
787,102,N,11,CA,0
746,85,N,39,CA,0
749,82,N,20,CA,0
696,78,Y,12,CA,0
660,69,N,27,FL,0
806,89,N,14,AZ,0
638,65,N,19,CA,0
836,88,N,18,FL,0
806,103,N,39,CA,0
636,75,N,15,CA,0
784,88,N,22,FL,0
556,65,Y,19,CA,1
552,60,Y,11,AZ,0
712,83,N,43,CA,0
721,85,Y,15,FL,0
757,84,N,14,CA,0
838,90,N,38,FL,0
554,73,N,35,CA,0
571,58,Y,44,AZ,0
805,90,N,42,AZ,0
559,59,N,10,CA,0
789,87,Y,21,AZ,0
674,87,N,28,FL,0
615,68,N,10,CA,0
649,77,N,34,FL,0
678,88,Y,25,CA,0
669,70,N,41,CA,0
730,75,Y,36,CA,0
845,99,N,28,CA,0
758,78,N,14,CA,0
801,102,N,29,CA,0
802,98,N,24,CA,0
797,102,N,34,CA,0
669,77,N,44,CA,0
789,89,N,11,AZ,0
834,101,N,11,FL,0
720,86,Y,43,CA,0
645,73,Y,14,FL,0
848,108,N,36,AZ,0
635,79,N,10,CA,0
795,88,N,19,CA,0
815,82,N,27,CA,0
700,89,Y,31,CA,0
747,73,N,39,FL,0
659,72,N,21,AZ,0
593,58,N,29,CA,0
616,64,Y,11,CA,0
771,83,N,33,FL,0
652,76,N,10,CA,0
726,81,N,15,CA,0
776,89,N,11,CA,0
559,73,N,28,CA,1
652,70,N,37,CA,0
804,100,N,12,AZ,0
642,83,N,28,AZ,0
614,69,N,44,CA,0
725,81,N,35,CA,0
759,79,Y,35,AZ,0
773,77,N,39,CA,0
818,86,N,19,CA,0
733,79,Y,17,AZ,0
843,86,N,38,CA,0
589,61,N,37,CA,1
766,99,N,44,CA,0
752,97,N,42,CA,0
842,87,N,41,CA,0
774,100,N,29,AZ,0
724,72,Y,34,AZ,0
770,90,N,43,CA,0
814,88,N,20,FL,0
569,61,Y,23,AZ,0
644,70,N,35,CA,0
669,76,Y,17,CA,0
738,84,N,30,CA,0
638,62,N,34,FL,0
713,74,N,18,CA,0
723,81,Y,29,FL,0
553,62,N,21,AZ,1
733,90,N,33,FL,0
691,78,Y,40,AZ,0
772,89,N,31,CA,0
634,68,N,19,CA,0
835,89,N,22,CA,0
587,73,N,35,CA,1
738,90,Y,41,CA,0
557,74,Y,31,CA,0
774,86,N,14,AZ,0
720,81,N,30,AZ,1
842,106,Y,43,FL,0
550,51,N,21,FL,0
760,81,N,18,FL,0
826,95,Y,12,CA,0
706,82,N,32,CA,0
670,66,Y,21,CA,0
796,101,N,29,CA,0
767,78,Y,30,AZ,0
575,56,N,11,CA,0
568,63,N,24,CA,0
819,86,N,36,CA,0
733,92,N,30,CA,0
690,78,N,32,CA,0
571,70,N,14,CA,1
693,67,N,42,AZ,0
582,62,N,33,AZ,0
824,92,N,44,CA,0
748,90,Y,30,FL,0
761,92,N,18,CA,0
575,53,N,40,CA,0
606,59,Y,36,CA,0
669,70,N,37,CA,0
670,79,N,20,AZ,0
720,93,N,26,AZ,0
819,88,N,41,CA,0
658,76,Y,34,CA,0
578,68,N,29,AZ,0
645,84,Y,25,CA,0
676,75,N,12,AZ,0
666,68,N,42,CA,0
750,75,Y,22,CA,0
822,102,N,32,CA,0
660,81,Y,31,CA,0
562,55,Y,40,CA,0
738,86,N,31,CA,0
820,86,N,41,FL,0
556,69,N,40,AZ,0
572,75,Y,29,AZ,0
587,67,Y,32,CA,0
698,84,N,26,CA,0
568,55,N,34,CA,0
734,95,Y,23,AZ,0
570,66,N,34,CA,0
660,85,N,28,FL,0
648,84,N,11,AZ,0
669,81,N,31,CA,0
722,75,N,26,AZ,0
768,88,N,28,AZ,0
781,81,N,13,CA,0
847,97,N,33,AZ,0
585,60,Y,30,CA,0
778,95,N,32,CA,0
839,104,Y,29,AZ,0
575,55,N,23,CA,0
666,71,Y,25,AZ,0
606,64,N,27,CA,0
599,75,Y,37,CA,0
586,75,N,39,FL,0
791,97,N,37,CA,0
729,93,N,27,CA,0
564,61,Y,30,CA,0
570,62,N,44,AZ,0
821,103,N,42,CA,0
669,81,Y,14,CA,0
716,76,N,19,CA,0
730,85,N,16,AZ,0
561,73,N,30,CA,0
772,86,N,41,CA,0
749,83,N,24,CA,0
803,89,N,26,CA,0
828,94,N,37,CA,0
561,74,N,16,AZ,0
702,68,Y,36,CA,1
754,97,N,15,CA,0
755,89,N,36,CA,0
636,79,N,17,CA,0
751,77,N,27,CA,0
747,88,N,28,AZ,0
555,54,Y,14,FL,0
784,83,N,17,CA,0
686,89,N,14,AZ,0
625,68,N,39,AZ,0
842,106,N,20,AZ,0
830,86,N,35,CA,0
639,64,N,32,AZ,0
669,78,N,29,CA,0
776,91,N,23,CA,0
745,94,N,40,CA,0
783,98,N,37,CA,0
669,73,Y,17,CA,0
737,74,N,16,FL,0
797,87,N,16,CA,0
814,85,N,11,CA,0
607,78,N,38,CA,0
790,93,N,26,FL,0
564,69,N,13,AZ,0
708,74,N,44,AZ,0
693,79,N,41,CA,0
717,86,N,33,AZ,0
612,78,Y,11,CA,0
721,80,N,20,CA,0
637,64,N,14,CA,0
716,82,N,25,AZ,0
594,66,N,19,CA,0
745,76,Y,21,AZ,0
793,100,N,19,AZ,0
828,104,N,40,FL,0
697,89,N,16,CA,0
678,83,Y,38,AZ,0
821,105,N,32,CA,0
791,85,Y,22,AZ,0
669,77,N,44,AZ,0
769,90,N,26,AZ,0
643,66,Y,19,CA,0
830,102,Y,35,FL,0
849,91,N,38,FL,0
743,77,Y,29,AZ,0
842,95,N,36,CA,0
659,65,N,36,CA,0
643,70,N,20,FL,0
709,69,Y,44,AZ,0
656,71,N,19,CA,0
726,90,Y,23,CA,0
582,54,N,37,CA,0
698,89,N,10,CA,0
576,57,N,13,FL,0
647,82,N,18,CA,0
666,64,Y,35,CA,0
696,81,N,15,CA,0
705,76,N,38,CA,0
828,99,N,22,AZ,0
823,87,N,21,CA,0
601,77,N,33,CA,1
697,72,Y,42,FL,0
795,82,N,24,AZ,0
828,100,Y,39,CA,0
831,96,N,28,CA,0
727,83,N,11,FL,0
607,75,N,11,CA,0
765,88,N,11,CA,0
695,84,N,26,CA,0
634,78,N,39,FL,0
672,78,N,12,CA,0
825,98,N,21,AZ,0
628,71,Y,26,CA,0
812,94,N,23,CA,0
621,75,N,17,CA,0
841,97,N,15,CA,0
597,66,N,11,CA,0
627,69,N,10,FL,0
643,78,N,37,CA,0
777,77,Y,43,CA,0
754,80,Y,43,CA,0
724,87,N,44,CA,0
694,88,N,31,CA,0
816,92,N,22,CA,0
726,85,N,42,CA,0
561,67,N,40,CA,0
750,89,Y,20,FL,0
786,80,N,18,CA,0
790,90,N,15,CA,0
628,74,N,13,AZ,0
700,73,N,30,FL,0
601,62,N,33,AZ,0
834,93,N,27,FL,0
762,83,N,30,CA,0
637,72,N,22,CA,0
673,73,Y,44,CA,0
590,71,N,29,CA,0
577,71,Y,35,AZ,0
756,75,N,18,CA,0
806,103,N,21,AZ,0
657,72,Y,30,FL,0
656,76,Y,38,CA,0
683,72,N,14,AZ,0
665,82,Y,34,FL,0
637,72,Y,40,CA,0
629,62,N,19,CA,0
712,89,Y,11,CA,0
643,71,N,38,AZ,1
694,69,Y,12,FL,0
755,92,N,17,CA,0
670,88,Y,21,CA,0
693,83,N,23,CA,0
822,100,N,37,FL,0
603,77,N,37,CA,0
553,59,N,22,AZ,0
748,91,N,40,AZ,0
690,72,N,28,CA,0
652,68,Y,28,CA,0
553,60,Y,21,AZ,0
573,57,N,20,CA,0
710,69,Y,23,CA,0
580,67,Y,43,CA,0
616,69,N,11,CA,1
717,72,Y,28,CA,0
744,81,N,18,FL,0
694,74,N,19,CA,0
